iter,algorithm,scenario,instance,mean_incumbent,meta_score
82,ax,lcbench,167168,-86.4939893086751,0.68750245893089
83,ax,lcbench,167168,-86.4943209330241,0.687549526026406
84,ax,lcbench,167168,-86.4980951944987,0.688085202993092
85,ax,lcbench,167168,-86.4980951944987,0.688085202993092
86,ax,lcbench,167168,-86.5136594136556,0.690294216269695
87,ax,lcbench,167168,-86.5150510152181,0.690491724817751
88,ax,lcbench,167168,-86.5370882670085,0.693619448816878
89,ax,lcbench,167168,-86.5370882670085,0.693619448816878
90,ax,lcbench,167168,-86.5370882670085,0.693619448816878
91,ax,lcbench,167168,-86.5405314127604,0.694108130876844
92,ax,lcbench,167168,-86.5914896647136,0.701340582051048
93,ax,lcbench,167168,-86.6067708333333,0.70350942226223
94,ax,lcbench,167168,-86.6943387349447,0.7159378425584
95,ax,lcbench,167168,-86.6943387349447,0.7159378425584
96,ax,lcbench,167168,-86.7196207682292,0.71952609498674
97,ax,lcbench,167168,-86.7336568196615,0.721518217023346
98,ax,lcbench,167168,-86.7763796488444,0.727581823294097
99,ax,lcbench,167168,-86.7894518534343,0.729437147560758
100,ax,lcbench,167168,-86.854514058431,0.738671357975942
101,ax,lcbench,167168,-86.8806917826335,0.742386734875454
102,ax,lcbench,167168,-86.8989784240723,0.744982138686951
103,ax,lcbench,167168,-86.9058191935221,0.745953041909567
104,ax,lcbench,167168,-86.9058191935221,0.745953041909567
105,ax,lcbench,167168,-86.9432324727376,0.751263069330482
106,ax,lcbench,167168,-86.9693784077962,0.754973934430194
107,ax,lcbench,167168,-86.9707565307617,0.755169529975134
108,ax,lcbench,167168,-86.9728029886882,0.755459981599075
109,ax,lcbench,167168,-86.9734769185384,0.755555631754841
110,ax,lcbench,167168,-86.9734769185384,0.755555631754841
111,ax,lcbench,167168,-87.0061319986979,0.760190332981652
112,ax,lcbench,167168,-87.0066533406576,0.760264326498377
113,ax,lcbench,167168,-87.0083318074544,0.760502549527831
114,ax,lcbench,167168,-87.0394144694011,0.764914079089323
115,ax,lcbench,167168,-87.0394144694011,0.764914079089323
116,ax,lcbench,167168,-87.0918299357096,0.772353351166373
117,ax,lcbench,167168,-87.1278732299805,0.777468938063095
118,ax,lcbench,167168,-87.1327379862468,0.778159387810126
119,ax,lcbench,167168,-87.1562184651693,0.781491947520189
120,ax,lcbench,167168,-87.1562405904134,0.78149508773285
121,ax,lcbench,167168,-87.1972592671712,0.787316825439909
122,ax,lcbench,167168,-87.1974472045899,0.787343499200329
123,ax,lcbench,167168,-87.2065292358398,0.788632502356061
124,ax,lcbench,167168,-87.2078336079915,0.788817630525465
125,ax,lcbench,167168,-87.253586324056,0.795311265458779
1,ax,lcbench,189873,-14.0157493700584,-5.68868380408366
2,ax,lcbench,189873,-30.5492693205675,-4.32987992518221
3,ax,lcbench,189873,-37.2657913088799,-3.77788397043303
4,ax,lcbench,189873,-39.2141195456187,-3.61776102181843
5,ax,lcbench,189873,-46.1422397295634,-3.04837491362012
6,ax,lcbench,189873,-51.9270128885905,-2.57295454151666
7,ax,lcbench,189873,-55.2310255050659,-2.30141495571491
8,ax,lcbench,189873,-61.0165517807007,-1.82593268888058
9,ax,lcbench,189873,-62.2799618403117,-1.72209959739242
10,ax,lcbench,189873,-63.7629588445028,-1.60021979879381
11,ax,lcbench,189873,-65.7216541926066,-1.43924483130011
12,ax,lcbench,189873,-67.1692368189494,-1.32027555593752
13,ax,lcbench,189873,-68.483597501119,-1.21225509819146
14,ax,lcbench,189873,-68.483597501119,-1.21225509819146
15,ax,lcbench,189873,-73.9451339085897,-0.763399870904897
16,ax,lcbench,189873,-77.0718876520793,-0.506428268503168
17,ax,lcbench,189873,-78.7502556482951,-0.368491945789754
18,ax,lcbench,189873,-81.288484509786,-0.159888137716371
19,ax,lcbench,189873,-83.0672973632813,-0.0136967754169765
20,ax,lcbench,189873,-85.137682723999,0.15645741240178
21,ax,lcbench,189873,-85.8773245493571,0.217244721111765
22,ax,lcbench,189873,-87.3294236501058,0.336585181978714
23,ax,lcbench,189873,-88.673526763916,0.447050015248087
24,ax,lcbench,189873,-89.6568279266358,0.527862415634172
25,ax,lcbench,189873,-89.9811158498128,0.554513950770847
26,ax,lcbench,189873,-90.7456371307373,0.617345972332651
27,ax,lcbench,189873,-91.1125465393066,0.647500345331371
28,ax,lcbench,189873,-91.2906750996908,0.662139803808308
29,ax,lcbench,189873,-92.0738381703695,0.726503896961855
30,ax,lcbench,189873,-92.3669025421143,0.750589331054937
31,ax,lcbench,189873,-93.6851516723633,0.858929360093077
32,ax,lcbench,189873,-93.6851516723633,0.858929360093077
33,ax,lcbench,189873,-93.756871287028,0.864823621623075
34,ax,lcbench,189873,-94.0131202697754,0.88588339067189
35,ax,lcbench,189873,-94.1404258728027,0.896345975028837
36,ax,lcbench,189873,-94.355598449707,0.914029888255177
37,ax,lcbench,189873,-94.3599449157715,0.914387101659556
38,ax,lcbench,189873,-94.4687235514323,0.923327051078673
39,ax,lcbench,189873,-94.6007893880208,0.934180854235172
40,ax,lcbench,189873,-94.6539660135905,0.938551164084934
41,ax,lcbench,189873,-94.8964764912923,0.958481836970192
42,ax,lcbench,189873,-94.9441637674967,0.962401005790552
43,ax,lcbench,189873,-95.0025281270345,0.96719766847139
44,ax,lcbench,189873,-95.2695538838704,0.989143124444551
45,ax,lcbench,189873,-95.4485636393229,1.00385500375386
46,ax,lcbench,189873,-95.7009137471517,1.024594344583
47,ax,lcbench,189873,-95.7789901733399,1.03101103933843
48,ax,lcbench,189873,-95.9744916280111,1.04707828549855
49,ax,lcbench,189873,-96.0508117675781,1.05335064020538
50,ax,lcbench,189873,-96.0945116678874,1.05694210737181
51,ax,lcbench,189873,-96.1777582804362,1.06378371281187
52,ax,lcbench,189873,-96.2999671936035,1.07382742677872
53,ax,lcbench,189873,-96.3356348673503,1.07675876708518
54,ax,lcbench,189873,-96.3356348673503,1.07675876708518
55,ax,lcbench,189873,-96.4051884969076,1.08247501758217
56,ax,lcbench,189873,-96.540576171875,1.09360182533103
57,ax,lcbench,189873,-96.5559407552083,1.09486456039854
58,ax,lcbench,189873,-96.5559407552083,1.09486456039854
59,ax,lcbench,189873,-96.7902091979981,1.11411786336849
60,ax,lcbench,189873,-96.9329022725423,1.12584506385354
61,ax,lcbench,189873,-96.9334398905436,1.12588924787653
62,ax,lcbench,189873,-96.9793268839518,1.12966046083183
63,ax,lcbench,189873,-97.0960596720378,1.13925412060428
64,ax,lcbench,189873,-97.1346341451009,1.14242435560455
65,ax,lcbench,189873,-97.1951520284017,1.14739800518541
66,ax,lcbench,189873,-97.3455899556478,1.15976171476981
67,ax,lcbench,189873,-97.3873135884603,1.16319076280539
68,ax,lcbench,189873,-97.4673611958822,1.16976945867821
69,ax,lcbench,189873,-97.4761978149414,1.17049569436728
70,ax,lcbench,189873,-97.5882451375326,1.17970428013807
71,ax,lcbench,189873,-97.6306322733561,1.18318785802983
72,ax,lcbench,189873,-97.6786771138509,1.18713641319661
73,ax,lcbench,189873,-97.6920580546061,1.18823612301375
74,ax,lcbench,189873,-97.7368316650391,1.19191583282212
75,ax,lcbench,189873,-97.7412844340007,1.19228178270786
76,ax,lcbench,189873,-97.7639330546061,1.19414315485503
77,ax,lcbench,189873,-97.7639330546061,1.19414315485503
78,ax,lcbench,189873,-97.7639330546061,1.19414315485503
79,ax,lcbench,189873,-97.7934906005859,1.19657233558898
80,ax,lcbench,189873,-97.7934906005859,1.19657233558898
81,ax,lcbench,189873,-97.7934906005859,1.19657233558898
82,ax,lcbench,189873,-97.7934906005859,1.19657233558898
83,ax,lcbench,189873,-97.9412045796712,1.20871217806353
84,ax,lcbench,189873,-97.9668629964193,1.21082090967713
85,ax,lcbench,189873,-97.9743960062663,1.21144000851577
86,ax,lcbench,189873,-97.9743960062663,1.21144000851577
87,ax,lcbench,189873,-98.0860994974772,1.2206203365765
88,ax,lcbench,189873,-98.0860994974772,1.2206203365765
89,ax,lcbench,189873,-98.1079518636068,1.22241626871611
90,ax,lcbench,189873,-98.1938972473145,1.22947967209937
91,ax,lcbench,189873,-98.2025550842285,1.23019121461524
92,ax,lcbench,189873,-98.2343297322591,1.23280260741749
93,ax,lcbench,189873,-98.2368092854818,1.23300638898046
94,ax,lcbench,189873,-98.2385831197103,1.23315217117551
95,ax,lcbench,189873,-98.2759770711263,1.23622538525113
96,ax,lcbench,189873,-98.2771489461263,1.23632169555289
97,ax,lcbench,189873,-98.2802752176921,1.23657862752762
98,ax,lcbench,189873,-98.3691093444824,1.24387944165691
99,ax,lcbench,189873,-98.4699523925781,1.25216720647183
100,ax,lcbench,189873,-98.5302401224772,1.25712194094352
101,ax,lcbench,189873,-98.5302401224772,1.25712194094352
102,ax,lcbench,189873,-98.5302401224772,1.25712194094352
103,ax,lcbench,189873,-98.5302401224772,1.25712194094352
104,ax,lcbench,189873,-98.5302401224772,1.25712194094352
105,ax,lcbench,189873,-98.5302401224772,1.25712194094352
106,ax,lcbench,189873,-98.5367505391439,1.25765699817552
107,ax,lcbench,189873,-98.5604632059733,1.25960581873904
108,ax,lcbench,189873,-98.5688532511393,1.2602953528461
109,ax,lcbench,189873,-98.5688532511393,1.2602953528461
110,ax,lcbench,189873,-98.5688532511393,1.2602953528461
111,ax,lcbench,189873,-98.6077473958333,1.26349185999249
112,ax,lcbench,189873,-98.6959843953451,1.27074359934128
113,ax,lcbench,189873,-98.7290186564128,1.27345851317753
114,ax,lcbench,189873,-98.7290186564128,1.27345851317753
115,ax,lcbench,189873,-98.7290186564128,1.27345851317753
116,ax,lcbench,189873,-98.7678286234538,1.27664810220111
117,ax,lcbench,189873,-98.7772811889648,1.2774249593205
118,ax,lcbench,189873,-98.7772811889648,1.2774249593205
119,ax,lcbench,189873,-98.8707977294922,1.28511059664336
120,ax,lcbench,189873,-98.8707977294922,1.28511059664336
121,ax,lcbench,189873,-98.8707977294922,1.28511059664336
122,ax,lcbench,189873,-98.8707977294922,1.28511059664336
123,ax,lcbench,189873,-98.8707977294922,1.28511059664336
124,ax,lcbench,189873,-98.8795338948568,1.28582857656655
125,ax,lcbench,189873,-98.8907229105632,1.28674814348203
1,ax,lcbench,189906,-50.3380229949951,-6.30124989820278
2,ax,lcbench,189906,-72.6766263326009,-2.62151208345664
3,ax,lcbench,189906,-75.7274194081624,-2.11896863991866
4,ax,lcbench,189906,-79.6899959564209,-1.46623119935065
5,ax,lcbench,189906,-81.2554181416829,-1.20836623241003
6,ax,lcbench,189906,-81.5091547648112,-1.16656933790413
7,ax,lcbench,189906,-82.5110181172689,-1.0015368867911
8,ax,lcbench,189906,-83.0058842976888,-0.920019803121653
9,ax,lcbench,189906,-83.3948605855306,-0.85594548595065
10,ax,lcbench,189906,-83.6969515482585,-0.806183398221043
11,ax,lcbench,189906,-84.0692459106445,-0.744857019719011
12,ax,lcbench,189906,-84.2219365437826,-0.719704977390131
13,ax,lcbench,189906,-84.2555877685547,-0.71416176224659
14,ax,lcbench,189906,-84.4097262064616,-0.688771229539602
15,ax,lcbench,189906,-87.023828125,-0.258161959305917
16,ax,lcbench,189906,-87.6491185506185,-0.155160675404086
17,ax,lcbench,189906,-88.7743474324544,0.0301932253819056
18,ax,lcbench,189906,-89.7205446879069,0.186056050307763
19,ax,lcbench,189906,-90.2247454325358,0.269110774821845
20,ax,lcbench,189906,-91.2470347086589,0.437507896616237
21,ax,lcbench,189906,-91.4369283040365,0.468788215852343
22,ax,lcbench,189906,-91.6150166829427,0.498123914791273
23,ax,lcbench,189906,-91.8808286031087,0.541909918753238
24,ax,lcbench,189906,-92.0623105367025,0.571804622716844
25,ax,lcbench,189906,-92.0948399861654,0.577163052851104
26,ax,lcbench,189906,-92.3365903218587,0.616985500053112
27,ax,lcbench,189906,-92.5754725138346,0.656335490820146
28,ax,lcbench,189906,-92.5965276082357,0.659803801971457
29,ax,lcbench,189906,-92.7422088623047,0.683801220762406
30,ax,lcbench,189906,-92.9764444986979,0.722385805293985
31,ax,lcbench,189906,-93.0693158467611,0.737684085415157
32,ax,lcbench,189906,-93.0895774841309,0.741021693952785
33,ax,lcbench,189906,-93.1959955851237,0.758551469851424
34,ax,lcbench,189906,-93.2000447591146,0.759218472099846
35,ax,lcbench,189906,-93.2321825663249,0.764512388764528
36,ax,lcbench,189906,-93.2567606608073,0.768561027898968
37,ax,lcbench,189906,-93.3430531819661,0.782775607406876
38,ax,lcbench,189906,-93.4856681823731,0.806267936001291
39,ax,lcbench,189906,-93.5007537841797,0.808752919443952
40,ax,lcbench,189906,-93.5057189941406,0.809570816184193
41,ax,lcbench,189906,-93.5057189941406,0.809570816184193
42,ax,lcbench,189906,-93.5636166890462,0.819108043472353
43,ax,lcbench,189906,-93.5869204203288,0.822946762479496
44,ax,lcbench,189906,-93.6320083618164,0.830373896610204
45,ax,lcbench,189906,-93.6320083618164,0.830373896610204
46,ax,lcbench,189906,-93.6507972717285,0.833468909367115
47,ax,lcbench,189906,-93.6746452331543,0.837397276961847
48,ax,lcbench,189906,-93.7873161315918,0.855957048104922
49,ax,lcbench,189906,-93.7978589375814,0.85769371719238
50,ax,lcbench,189906,-93.8967320760091,0.873980645288851
51,ax,lcbench,189906,-93.9051544189453,0.875368020019612
52,ax,lcbench,189906,-93.9149518330892,0.876981904055561
53,ax,lcbench,189906,-93.9157196044922,0.877108375591044
54,ax,lcbench,189906,-93.9509043375651,0.882904198670647
55,ax,lcbench,189906,-93.9777417500814,0.887325005119178
56,ax,lcbench,189906,-94.0069753011068,0.892140516704291
57,ax,lcbench,189906,-94.0309282938639,0.896086185638592
58,ax,lcbench,189906,-94.0852806091309,0.905039398459646
59,ax,lcbench,189906,-94.0970934549967,0.906985275512723
60,ax,lcbench,189906,-94.1039571126302,0.908115895012952
61,ax,lcbench,189906,-94.1316337585449,0.912674944610571
62,ax,lcbench,189906,-94.1548408508301,0.916497744709638
63,ax,lcbench,189906,-94.1763926188151,0.920047870670091
64,ax,lcbench,189906,-94.20505956014,0.924770047183636
65,ax,lcbench,189906,-94.2294919331868,0.928794682280372
66,ax,lcbench,189906,-94.2469896952311,0.931677010047003
67,ax,lcbench,189906,-94.2493563334147,0.932066855727431
68,ax,lcbench,189906,-94.3141395568848,0.942738305216067
69,ax,lcbench,189906,-94.3141395568848,0.942738305216067
70,ax,lcbench,189906,-94.3457796732585,0.947950239504154
71,ax,lcbench,189906,-94.3618860880534,0.950603376886341
72,ax,lcbench,189906,-94.4013442993164,0.957103150837847
73,ax,lcbench,189906,-94.4168245951335,0.959653150452442
74,ax,lcbench,189906,-94.4175450642904,0.959771830101341
75,ax,lcbench,189906,-94.4322626749675,0.962196196017719
76,ax,lcbench,189906,-94.4376492818197,0.96308350757555
77,ax,lcbench,189906,-94.4482818603516,0.964834964490773
78,ax,lcbench,189906,-94.4493041992187,0.965003369781481
79,ax,lcbench,189906,-94.4540504455566,0.965785197627373
80,ax,lcbench,189906,-94.4597028096517,0.966716286182413
81,ax,lcbench,189906,-94.4607841491699,0.966894410385422
82,ax,lcbench,189906,-94.4645723978678,0.967518431582034
83,ax,lcbench,189906,-94.4797617594401,0.970020506904946
84,ax,lcbench,189906,-94.4797617594401,0.970020506904946
85,ax,lcbench,189906,-94.4838523864746,0.970694337527093
86,ax,lcbench,189906,-94.4845611572266,0.970811090150278
87,ax,lcbench,189906,-94.5216667175293,0.976923322473839
88,ax,lcbench,189906,-94.5292091369629,0.978165751357373
89,ax,lcbench,189906,-94.5358528137207,0.979260134395794
90,ax,lcbench,189906,-94.5364418029785,0.979357155951335
91,ax,lcbench,189906,-94.5393391927083,0.979834429950598
92,ax,lcbench,189906,-94.5413358052572,0.980163322969838
93,ax,lcbench,189906,-94.5414441426595,0.980181168903628
94,ax,lcbench,189906,-94.5422019958496,0.980306006656443
95,ax,lcbench,189906,-94.5435351053874,0.980525603804175
96,ax,lcbench,189906,-94.5441006978353,0.98061877130829
97,ax,lcbench,189906,-94.5441006978353,0.98061877130829
98,ax,lcbench,189906,-94.5473037719727,0.981146399327309
99,ax,lcbench,189906,-94.5511403401693,0.981778379977961
100,ax,lcbench,189906,-94.5555450439453,0.982503947051359
101,ax,lcbench,189906,-94.564208984375,0.983931119052312
102,ax,lcbench,189906,-94.5731979370117,0.985411828854638
103,ax,lcbench,189906,-94.5745323181152,0.985631635461689
104,ax,lcbench,189906,-94.5810195922852,0.986700255004144
105,ax,lcbench,189906,-94.5830764770508,0.987039076395
106,ax,lcbench,189906,-94.5856320699056,0.987460047729907
107,ax,lcbench,189906,-94.5910135904948,0.988346521450471
108,ax,lcbench,189906,-94.5961641947429,0.989194957359103
109,ax,lcbench,189906,-94.6009938557943,0.989990525736176
110,ax,lcbench,189906,-94.6074813842774,0.991059187170493
111,ax,lcbench,189906,-94.6108373006185,0.991611992199392
112,ax,lcbench,189906,-94.6120887756348,0.991818142058987
113,ax,lcbench,189906,-94.6127268473307,0.99192324874416
114,ax,lcbench,189906,-94.6152547200521,0.992339653865958
115,ax,lcbench,189906,-94.6152547200521,0.992339653865958
116,ax,lcbench,189906,-94.6152547200521,0.992339653865958
117,ax,lcbench,189906,-94.6152547200521,0.992339653865958
118,ax,lcbench,189906,-94.6230710347493,0.993627200286331
119,ax,lcbench,189906,-94.6235399881999,0.993704448882368
120,ax,lcbench,189906,-94.6308090209961,0.994901844012792
121,ax,lcbench,189906,-94.6320241292318,0.995102003335925
122,ax,lcbench,189906,-94.6373591105143,0.995980810845495
123,ax,lcbench,189906,-94.6382700602214,0.996130867500051
124,ax,lcbench,189906,-94.639449818929,0.996325203854179
125,ax,lcbench,189906,-94.639449818929,0.996325203854179
1,ax,rbv2_rpart,14,-0.413356737792492,-11.2007363660295
2,ax,rbv2_rpart,14,-0.665804716944695,-3.25232160153818
3,ax,rbv2_rpart,14,-0.688237508138021,-2.54601716080315
4,ax,rbv2_rpart,14,-0.715740750233332,-1.6800677629276
5,ax,rbv2_rpart,14,-0.722748601436615,-1.45942306551868
6,ax,rbv2_rpart,14,-0.727304391066233,-1.31598240230726
7,ax,rbv2_rpart,14,-0.729416251182556,-1.24948973246893
8,ax,rbv2_rpart,14,-0.729985266923904,-1.23157406867574
9,ax,rbv2_rpart,14,-0.739650706450144,-0.927254253980988
10,ax,rbv2_rpart,14,-0.750581139326096,-0.583105671982988
11,ax,rbv2_rpart,14,-0.755501617987951,-0.428182644373115
12,ax,rbv2_rpart,14,-0.763126087188721,-0.188123509139272
13,ax,rbv2_rpart,14,-0.766378229856491,-0.0857286360111587
14,ax,rbv2_rpart,14,-0.770363756020864,0.0397570783746452
15,ax,rbv2_rpart,14,-0.773089516162872,0.12557860972523
16,ax,rbv2_rpart,14,-0.777603735526403,0.267710418265496
17,ax,rbv2_rpart,14,-0.779862262805303,0.338820956087597
18,ax,rbv2_rpart,14,-0.782576622565587,0.424283542348897
19,ax,rbv2_rpart,14,-0.784599765141805,0.487982908758892
20,ax,rbv2_rpart,14,-0.78676322499911,0.556100214866615
21,ax,rbv2_rpart,14,-0.787226212024689,0.570677526684428
22,ax,rbv2_rpart,14,-0.789640746514003,0.646700007231458
23,ax,rbv2_rpart,14,-0.79087341427803,0.685510991927059
24,ax,rbv2_rpart,14,-0.793643659353256,0.772733147284099
25,ax,rbv2_rpart,14,-0.794645210107168,0.804267330391888
26,ax,rbv2_rpart,14,-0.795854423443476,0.842339844055946
27,ax,rbv2_rpart,14,-0.795873373746872,0.842936501124888
28,ax,rbv2_rpart,14,-0.796703052520752,0.869059233571546
29,ax,rbv2_rpart,14,-0.797678510348002,0.899771871566478
30,ax,rbv2_rpart,14,-0.798849175373713,0.936630677907033
31,ax,rbv2_rpart,14,-0.799584313233693,0.959776755922102
32,ax,rbv2_rpart,14,-0.799749022722244,0.964962692981476
33,ax,rbv2_rpart,14,-0.799809481700262,0.966866265492263
34,ax,rbv2_rpart,14,-0.80039399266243,0.985269801845807
35,ax,rbv2_rpart,14,-0.800520239273707,0.989244721480391
36,ax,rbv2_rpart,14,-0.80053001443545,0.989552495938264
37,ax,rbv2_rpart,14,-0.801155108213425,1.00923379673825
38,ax,rbv2_rpart,14,-0.801268313328425,1.01279810020587
39,ax,rbv2_rpart,14,-0.801502738396327,1.02017905717425
40,ax,rbv2_rpart,14,-0.801528205474218,1.0209808972151
41,ax,rbv2_rpart,14,-0.801595624287923,1.02310360263766
42,ax,rbv2_rpart,14,-0.801660597324371,1.02514930188997
43,ax,rbv2_rpart,14,-0.801690057913462,1.02607687905691
44,ax,rbv2_rpart,14,-0.801690057913462,1.02607687905691
45,ax,rbv2_rpart,14,-0.801690057913462,1.02607687905691
46,ax,rbv2_rpart,14,-0.801788002252579,1.0291606915467
47,ax,rbv2_rpart,14,-0.801897174119949,1.03259800677255
48,ax,rbv2_rpart,14,-0.801943896214167,1.03406906859193
49,ax,rbv2_rpart,14,-0.802015674114227,1.03632902140485
50,ax,rbv2_rpart,14,-0.802024443944295,1.03660514263596
51,ax,rbv2_rpart,14,-0.802028574546178,1.03673519611114
52,ax,rbv2_rpart,14,-0.802053095897039,1.03750725959876
53,ax,rbv2_rpart,14,-0.802053095897039,1.03750725959876
54,ax,rbv2_rpart,14,-0.802062886953354,1.03781553450291
55,ax,rbv2_rpart,14,-0.802087408304215,1.03858759799052
56,ax,rbv2_rpart,14,-0.802091538906097,1.03871765146571
57,ax,rbv2_rpart,14,-0.802091538906097,1.03871765146571
58,ax,rbv2_rpart,14,-0.802105460564295,1.03915597984504
59,ax,rbv2_rpart,14,-0.802109591166179,1.03928603332023
60,ax,rbv2_rpart,14,-0.802109591166179,1.03928603332023
61,ax,rbv2_rpart,14,-0.802109591166179,1.03928603332023
62,ax,rbv2_rpart,14,-0.802123512824377,1.03972436169956
63,ax,rbv2_rpart,14,-0.802123512824377,1.03972436169956
64,ax,rbv2_rpart,14,-0.802157016595205,1.04077923988718
65,ax,rbv2_rpart,14,-0.802157016595205,1.04077923988718
66,ax,rbv2_rpart,14,-0.80218584338824,1.04168686175898
67,ax,rbv2_rpart,14,-0.802189973990122,1.04181691523417
68,ax,rbv2_rpart,14,-0.802189973990122,1.04181691523417
69,ax,rbv2_rpart,14,-0.802199765046438,1.04212519013831
70,ax,rbv2_rpart,14,-0.802231738964717,1.04313190037217
71,ax,rbv2_rpart,14,-0.802257128556569,1.04393130073744
72,ax,rbv2_rpart,14,-0.802257128556569,1.04393130073744
73,ax,rbv2_rpart,14,-0.802257128556569,1.04393130073744
74,ax,rbv2_rpart,14,-0.802266919612885,1.04423957564159
75,ax,rbv2_rpart,14,-0.8022767106692,1.04454785054573
76,ax,rbv2_rpart,14,-0.802280841271083,1.04467790402092
77,ax,rbv2_rpart,14,-0.802280841271083,1.04467790402092
78,ax,rbv2_rpart,14,-0.802289102474848,1.04493801097129
79,ax,rbv2_rpart,14,-0.802289102474848,1.04493801097129
80,ax,rbv2_rpart,14,-0.802289102474848,1.04493801097129
